Date,Product,Category,UnitsSold,UnitPrice,Revenue,PromoUsed,Channel,CustomerID
2025-01-16,"Shea Body Butter",skincare,4,25,100,True,Instagram,CUST4093
2025-01-16,"Edge Control",haircare,3,15,45,True,Instagram,CUST1988
2025-01-16,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST5179
2025-01-16,"Edge Control",haircare,2,15,30,False,In-Store,CUST6626
2025-01-16,"Vitamin C Serum",skincare,1,30,30,True,Instagram,CUST2980
2025-01-16,"Shea Body Butter",skincare,3,25,75,True,Instagram,CUST6390
2025-01-16,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST7573
2025-01-16,"Body Scrub",skincare,1,20,20,False,Instagram,CUST9782
2025-01-16,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST1959
2025-01-16,"Face Mask",skincare,4,18,72,True,Instagram,CUST3946
2025-01-16,"Hair Growth Oil",haircare,4,22,88,False,In-Store,CUST2875
2025-01-16,"Lip Gloss",makeup,4,12,48,False,In-Store,CUST8099
2025-01-16,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST3433
2025-01-17,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST2389
2025-01-17,"Body Scrub",skincare,3,20,60,False,In-Store,CUST6420
2025-01-17,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST1778
2025-01-17,"Edge Control",haircare,2,15,30,False,In-Store,CUST7731
2025-01-17,"Hair Growth Oil",haircare,1,22,22,False,In-Store,CUST3720
2025-01-17,"Body Scrub",skincare,2,20,40,False,Instagram,CUST9032
2025-01-17,"Body Scrub",skincare,2,20,40,False,Instagram,CUST2949
2025-01-17,"Face Mask",skincare,1,18,18,False,In-Store,CUST4174
2025-01-17,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST4041
2025-01-17,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST7090
2025-01-17,"Face Mask",skincare,1,18,18,False,In-Store,CUST7917
2025-01-17,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST9907
2025-01-17,"Vitamin C Serum",skincare,4,30,120,False,Instagram,CUST9442
2025-01-17,"Brow Pencil",makeup,3,10,30,True,Instagram,CUST1899
2025-01-17,"Body Scrub",skincare,2,20,40,False,In-Store,CUST1514
2025-01-17,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST8179
2025-01-17,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST2266
2025-01-17,"Lip Gloss",makeup,2,12,24,True,In-Store,CUST5780
2025-01-17,"Lip Gloss",makeup,4,12,48,False,In-Store,CUST1306
2025-01-17,"Vitamin C Serum",skincare,4,30,120,False,Instagram,CUST1661
2025-01-17,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST9946
2025-01-17,"Lip Gloss",makeup,3,12,36,True,In-Store,CUST1352
2025-01-18,"Edge Control",haircare,1,15,15,False,Instagram,CUST9595
2025-01-18,"Face Mask",skincare,1,18,18,True,In-Store,CUST7675
2025-01-18,"Edge Control",haircare,4,15,60,True,Instagram,CUST5703
2025-01-18,"Face Mask",skincare,1,18,18,False,Instagram,CUST6631
2025-01-18,"Vitamin C Serum",skincare,4,30,120,False,Instagram,CUST2394
2025-01-18,"Hair Growth Oil",haircare,2,22,44,False,In-Store,CUST1529
2025-01-18,"Shea Body Butter",skincare,4,25,100,False,In-Store,CUST4591
2025-01-18,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST1525
2025-01-18,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST5648
2025-01-18,"Hair Growth Oil",haircare,2,22,44,True,In-Store,CUST1013
2025-01-18,"Face Mask",skincare,4,18,72,False,Instagram,CUST4814
2025-01-18,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST9219
2025-01-18,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST6543
2025-01-18,"Vitamin C Serum",skincare,4,30,120,True,Instagram,CUST4374
2025-01-18,"Lip Gloss",makeup,3,12,36,True,In-Store,CUST1269
2025-01-18,"Edge Control",haircare,4,15,60,False,In-Store,CUST4432
2025-01-18,"Body Scrub",skincare,1,20,20,False,In-Store,CUST8115
2025-01-18,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST4192
2025-01-18,"Shea Body Butter",skincare,3,25,75,False,Instagram,CUST4568
2025-01-18,"Hair Growth Oil",haircare,4,22,88,False,In-Store,CUST2742
2025-01-18,"Face Mask",skincare,2,18,36,True,In-Store,CUST4953
2025-01-18,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST1281
2025-01-18,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST6178
2025-01-18,"Body Scrub",skincare,1,20,20,True,In-Store,CUST5585
2025-01-18,"Face Mask",skincare,4,18,72,False,Instagram,CUST1125
2025-01-18,"Vitamin C Serum",skincare,2,30,60,True,Instagram,CUST6342
2025-01-18,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST8595
2025-01-18,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST2969
2025-01-18,"Vitamin C Serum",skincare,2,30,60,False,In-Store,CUST9320
2025-01-18,"Lip Gloss",makeup,3,12,36,False,In-Store,CUST5612
2025-01-18,"Brow Pencil",makeup,3,10,30,True,Instagram,CUST6238
2025-01-18,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST8705
2025-01-18,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST1986
2025-01-18,"Face Mask",skincare,4,18,72,False,Instagram,CUST4072
2025-01-18,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST9125
2025-01-18,"Face Mask",skincare,4,18,72,True,Instagram,CUST1574
2025-01-18,"Lip Gloss",makeup,1,12,12,False,Instagram,CUST7924
2025-01-18,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST8114
2025-01-18,"Face Mask",skincare,4,18,72,False,Instagram,CUST2667
2025-01-18,"Shea Body Butter",skincare,2,25,50,False,Instagram,CUST2000
2025-01-18,"Body Scrub",skincare,3,20,60,False,Instagram,CUST2367
2025-01-19,"Body Scrub",skincare,1,20,20,True,In-Store,CUST5806
2025-01-19,"Shea Body Butter",skincare,3,25,75,False,In-Store,CUST6592
2025-01-19,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST7059
2025-01-19,"Shea Body Butter",skincare,2,25,50,True,Instagram,CUST8117
2025-01-19,"Edge Control",haircare,2,15,30,False,In-Store,CUST7228
2025-01-19,"Hair Growth Oil",haircare,2,22,44,False,Instagram,CUST2177
2025-01-19,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST9234
2025-01-19,"Vitamin C Serum",skincare,4,30,120,False,Instagram,CUST7570
2025-01-19,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST5431
2025-01-19,"Lip Gloss",makeup,3,12,36,True,Instagram,CUST9906
2025-01-19,"Brow Pencil",makeup,3,10,30,True,Instagram,CUST5882
2025-01-19,"Face Mask",skincare,2,18,36,True,Instagram,CUST9564
2025-01-19,"Edge Control",haircare,4,15,60,False,Instagram,CUST8311
2025-01-19,"Hair Growth Oil",haircare,2,22,44,False,Instagram,CUST7787
2025-01-19,"Edge Control",haircare,2,15,30,True,In-Store,CUST8052
2025-01-20,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST9227
2025-01-20,"Face Mask",skincare,4,18,72,False,Instagram,CUST6291
2025-01-20,"Body Scrub",skincare,4,20,80,False,In-Store,CUST7284
2025-01-20,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST4097
2025-01-20,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST6752
2025-01-20,"Hair Growth Oil",haircare,1,22,22,False,Instagram,CUST2072
2025-01-20,"Brow Pencil",makeup,2,10,20,True,In-Store,CUST7807
2025-01-20,"Body Scrub",skincare,3,20,60,False,Instagram,CUST8000
2025-01-20,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST1482
2025-01-20,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST9853
2025-01-20,"Vitamin C Serum",skincare,4,30,120,True,In-Store,CUST8622
2025-01-20,"Face Mask",skincare,4,18,72,False,In-Store,CUST2100
2025-01-20,"Body Scrub",skincare,1,20,20,True,In-Store,CUST2343
2025-01-21,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST7602
2025-01-21,"Face Mask",skincare,3,18,54,True,Instagram,CUST6699
2025-01-21,"Vitamin C Serum",skincare,2,30,60,True,Instagram,CUST7764
2025-01-21,"Shea Body Butter",skincare,2,25,50,True,Instagram,CUST8843
2025-01-21,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST6189
2025-01-21,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST4713
2025-01-21,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST8397
2025-01-21,"Hair Growth Oil",haircare,4,22,88,False,In-Store,CUST3428
2025-01-21,"Shea Body Butter",skincare,2,25,50,True,Instagram,CUST6291
2025-01-21,"Vitamin C Serum",skincare,2,30,60,False,Instagram,CUST5211
2025-01-21,"Face Mask",skincare,4,18,72,False,In-Store,CUST4374
2025-01-21,"Body Scrub",skincare,1,20,20,True,In-Store,CUST7813
2025-01-22,"Shea Body Butter",skincare,1,25,25,True,Instagram,CUST2679
2025-01-22,"Lip Gloss",makeup,2,12,24,True,In-Store,CUST7099
2025-01-22,"Hair Growth Oil",haircare,4,22,88,False,In-Store,CUST1285
2025-01-22,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST5895
2025-01-22,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST3785
2025-01-22,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST7257
2025-01-22,"Edge Control",haircare,1,15,15,False,In-Store,CUST3496
2025-01-22,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST2689
2025-01-22,"Face Mask",skincare,4,18,72,False,In-Store,CUST9597
2025-01-22,"Brow Pencil",makeup,3,10,30,False,In-Store,CUST9435
2025-01-22,"Body Scrub",skincare,2,20,40,False,In-Store,CUST9785
2025-01-22,"Lip Gloss",makeup,1,12,12,False,Instagram,CUST8629
2025-01-22,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST8693
2025-01-22,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST8002
2025-01-22,"Body Scrub",skincare,2,20,40,True,Instagram,CUST7097
2025-01-22,"Brow Pencil",makeup,4,10,40,False,In-Store,CUST5259
2025-01-22,"Edge Control",haircare,3,15,45,False,Instagram,CUST5917
2025-01-22,"Lip Gloss",makeup,2,12,24,True,In-Store,CUST2960
2025-01-22,"Body Scrub",skincare,2,20,40,True,In-Store,CUST3964
2025-01-22,"Hair Growth Oil",haircare,2,22,44,False,In-Store,CUST8340
2025-01-22,"Face Mask",skincare,4,18,72,False,In-Store,CUST9734
2025-01-22,"Vitamin C Serum",skincare,2,30,60,False,In-Store,CUST3494
2025-01-22,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST6179
2025-01-22,"Lip Gloss",makeup,3,12,36,True,In-Store,CUST7488
2025-01-22,"Shea Body Butter",skincare,2,25,50,False,Instagram,CUST6175
2025-01-22,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST6448
2025-01-22,"Face Mask",skincare,4,18,72,True,In-Store,CUST9591
2025-01-22,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST6671
2025-01-22,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST4292
2025-01-22,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST8857
2025-01-23,"Shea Body Butter",skincare,3,25,75,False,In-Store,CUST7140
2025-01-23,"Face Mask",skincare,2,18,36,False,In-Store,CUST8898
2025-01-23,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST7793
2025-01-23,"Lip Gloss",makeup,3,12,36,True,In-Store,CUST7356
2025-01-23,"Hair Growth Oil",haircare,2,22,44,True,Instagram,CUST3385
2025-01-23,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST5592
2025-01-23,"Face Mask",skincare,4,18,72,False,In-Store,CUST6887
2025-01-23,"Shea Body Butter",skincare,3,25,75,True,In-Store,CUST9737
2025-01-23,"Lip Gloss",makeup,4,12,48,True,Instagram,CUST8394
2025-01-23,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST7164
2025-01-23,"Lip Gloss",makeup,2,12,24,False,Instagram,CUST1016
2025-01-23,"Vitamin C Serum",skincare,4,30,120,True,Instagram,CUST1571
2025-01-23,"Vitamin C Serum",skincare,4,30,120,True,Instagram,CUST4897
2025-01-23,"Body Scrub",skincare,4,20,80,False,In-Store,CUST9906
2025-01-23,"Lip Gloss",makeup,3,12,36,False,Instagram,CUST3247
2025-01-23,"Body Scrub",skincare,1,20,20,False,In-Store,CUST8340
2025-01-23,"Brow Pencil",makeup,3,10,30,True,Instagram,CUST7230
2025-01-24,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST9599
2025-01-24,"Shea Body Butter",skincare,3,25,75,True,Instagram,CUST7420
2025-01-24,"Shea Body Butter",skincare,4,25,100,False,In-Store,CUST5531
2025-01-24,"Hair Growth Oil",haircare,3,22,66,False,Instagram,CUST9754
2025-01-24,"Edge Control",haircare,3,15,45,False,In-Store,CUST6439
2025-01-24,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST8504
2025-01-24,"Face Mask",skincare,3,18,54,False,In-Store,CUST3376
2025-01-24,"Body Scrub",skincare,2,20,40,False,In-Store,CUST2827
2025-01-24,"Face Mask",skincare,2,18,36,True,In-Store,CUST9569
2025-01-24,"Body Scrub",skincare,3,20,60,True,Instagram,CUST3196
2025-01-24,"Edge Control",haircare,4,15,60,True,Instagram,CUST1780
2025-01-24,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST9714
2025-01-24,"Shea Body Butter",skincare,2,25,50,True,Instagram,CUST6784
2025-01-24,"Shea Body Butter",skincare,4,25,100,False,In-Store,CUST8128
2025-01-24,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST1685
2025-01-24,"Face Mask",skincare,1,18,18,False,In-Store,CUST6341
2025-01-24,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST8697
2025-01-24,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST1301
2025-01-24,"Face Mask",skincare,4,18,72,False,In-Store,CUST9789
2025-01-24,"Body Scrub",skincare,2,20,40,False,Instagram,CUST4537
2025-01-25,"Shea Body Butter",skincare,4,25,100,False,In-Store,CUST5082
2025-01-25,"Face Mask",skincare,3,18,54,False,Instagram,CUST4754
2025-01-25,"Body Scrub",skincare,1,20,20,False,In-Store,CUST9894
2025-01-25,"Shea Body Butter",skincare,2,25,50,False,Instagram,CUST6926
2025-01-25,"Brow Pencil",makeup,4,10,40,False,Instagram,CUST7279
2025-01-25,"Edge Control",haircare,2,15,30,False,Instagram,CUST6995
2025-01-25,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST6343
2025-01-25,"Shea Body Butter",skincare,4,25,100,False,In-Store,CUST4081
2025-01-25,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST3159
2025-01-25,"Face Mask",skincare,1,18,18,False,In-Store,CUST3649
2025-01-25,"Edge Control",haircare,2,15,30,True,Instagram,CUST2037
2025-01-25,"Lip Gloss",makeup,1,12,12,False,In-Store,CUST3634
2025-01-25,"Body Scrub",skincare,4,20,80,True,In-Store,CUST8378
2025-01-25,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST6251
2025-01-25,"Face Mask",skincare,4,18,72,False,In-Store,CUST8321
2025-01-25,"Face Mask",skincare,1,18,18,False,In-Store,CUST5966
2025-01-25,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST2080
2025-01-25,"Body Scrub",skincare,1,20,20,True,In-Store,CUST3563
2025-01-25,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST5431
2025-01-25,"Face Mask",skincare,2,18,36,False,In-Store,CUST1161
2025-01-25,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST4390
2025-01-26,"Edge Control",haircare,1,15,15,False,Instagram,CUST1867
2025-01-26,"Body Scrub",skincare,4,20,80,False,In-Store,CUST6469
2025-01-26,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST1830
2025-01-26,"Lip Gloss",makeup,4,12,48,True,Instagram,CUST2019
2025-01-26,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST2283
2025-01-26,"Hair Growth Oil",haircare,4,22,88,False,In-Store,CUST2733
2025-01-26,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST4471
2025-01-26,"Brow Pencil",makeup,1,10,10,True,In-Store,CUST3097
2025-01-26,"Brow Pencil",makeup,3,10,30,True,In-Store,CUST7397
2025-01-26,"Shea Body Butter",skincare,2,25,50,True,In-Store,CUST2900
2025-01-27,"Edge Control",haircare,3,15,45,False,Instagram,CUST8999
2025-01-27,"Face Mask",skincare,1,18,18,False,In-Store,CUST9895
2025-01-27,"Brow Pencil",makeup,1,10,10,False,Instagram,CUST8462
2025-01-27,"Body Scrub",skincare,2,20,40,False,Instagram,CUST1685
2025-01-27,"Lip Gloss",makeup,4,12,48,True,In-Store,CUST2619
2025-01-27,"Body Scrub",skincare,4,20,80,False,In-Store,CUST2431
2025-01-27,"Edge Control",haircare,4,15,60,True,In-Store,CUST5998
2025-01-27,"Vitamin C Serum",skincare,3,30,90,True,Instagram,CUST1905
2025-01-27,"Brow Pencil",makeup,4,10,40,False,In-Store,CUST8896
2025-01-27,"Hair Growth Oil",haircare,1,22,22,True,In-Store,CUST6347
2025-01-27,"Lip Gloss",makeup,4,12,48,True,Instagram,CUST1874
2025-01-27,"Lip Gloss",makeup,1,12,12,True,In-Store,CUST1671
2025-01-27,"Body Scrub",skincare,4,20,80,False,In-Store,CUST7342
2025-01-27,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST7285
2025-01-27,"Brow Pencil",makeup,1,10,10,False,Instagram,CUST4670
2025-01-27,"Brow Pencil",makeup,2,10,20,True,In-Store,CUST9562
2025-01-27,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST7588
2025-01-27,"Brow Pencil",makeup,1,10,10,True,Instagram,CUST7633
2025-01-27,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST1572
2025-01-27,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST7566
2025-01-27,"Face Mask",skincare,2,18,36,False,Instagram,CUST2517
2025-01-27,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST2537
2025-01-28,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST4750
2025-01-28,"Brow Pencil",makeup,2,10,20,True,Instagram,CUST6413
2025-01-28,"Vitamin C Serum",skincare,4,30,120,False,Instagram,CUST2854
2025-01-28,"Vitamin C Serum",skincare,1,30,30,True,In-Store,CUST6774
2025-01-28,"Body Scrub",skincare,4,20,80,True,Instagram,CUST1781
2025-01-28,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST4867
2025-01-28,"Brow Pencil",makeup,2,10,20,False,In-Store,CUST6879
2025-01-28,"Body Scrub",skincare,2,20,40,True,In-Store,CUST2577
2025-01-28,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST7744
2025-01-28,"Shea Body Butter",skincare,3,25,75,False,Instagram,CUST3551
2025-01-28,"Edge Control",haircare,4,15,60,False,In-Store,CUST1475
2025-01-28,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST7710
2025-01-28,"Body Scrub",skincare,1,20,20,False,Instagram,CUST6223
2025-01-28,"Lip Gloss",makeup,2,12,24,True,Instagram,CUST3822
2025-01-28,"Body Scrub",skincare,4,20,80,False,Instagram,CUST2898
2025-01-28,"Face Mask",skincare,4,18,72,False,In-Store,CUST6110
2025-01-28,"Face Mask",skincare,4,18,72,False,Instagram,CUST1687
2025-01-28,"Lip Gloss",makeup,3,12,36,True,Instagram,CUST7509
2025-01-28,"Body Scrub",skincare,2,20,40,False,In-Store,CUST8183
2025-01-28,"Shea Body Butter",skincare,1,25,25,False,Instagram,CUST4604
2025-01-29,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST9438
2025-01-29,"Face Mask",skincare,4,18,72,True,In-Store,CUST4864
2025-01-29,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST7788
2025-01-29,"Hair Growth Oil",haircare,3,22,66,True,Instagram,CUST1645
2025-01-29,"Lip Gloss",makeup,3,12,36,False,Instagram,CUST6569
2025-01-29,"Hair Growth Oil",haircare,3,22,66,False,In-Store,CUST1587
2025-01-29,"Lip Gloss",makeup,4,12,48,False,In-Store,CUST7299
2025-01-29,"Body Scrub",skincare,4,20,80,True,Instagram,CUST2715
2025-01-29,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST6433
2025-01-29,"Body Scrub",skincare,3,20,60,False,Instagram,CUST7416
2025-01-29,"Vitamin C Serum",skincare,1,30,30,False,Instagram,CUST9915
2025-01-29,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST1155
2025-01-29,"Shea Body Butter",skincare,3,25,75,True,Instagram,CUST7144
2025-01-29,"Vitamin C Serum",skincare,4,30,120,True,In-Store,CUST7659
2025-01-29,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST8358
2025-01-29,"Hair Growth Oil",haircare,1,22,22,True,In-Store,CUST9179
2025-01-29,"Body Scrub",skincare,2,20,40,False,In-Store,CUST1392
2025-01-29,"Vitamin C Serum",skincare,3,30,90,True,Instagram,CUST2138
2025-01-29,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST4674
2025-01-29,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST3659
2025-01-29,"Body Scrub",skincare,1,20,20,False,In-Store,CUST6661
2025-01-29,"Edge Control",haircare,3,15,45,True,In-Store,CUST9472
2025-01-29,"Hair Growth Oil",haircare,4,22,88,False,Instagram,CUST2750
2025-01-29,"Vitamin C Serum",skincare,2,30,60,False,In-Store,CUST3946
2025-01-29,"Shea Body Butter",skincare,2,25,50,False,Instagram,CUST8230
2025-01-29,"Vitamin C Serum",skincare,1,30,30,True,Instagram,CUST2531
2025-01-29,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST1933
2025-01-29,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST1285
2025-01-29,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST2762
2025-01-29,"Hair Growth Oil",haircare,1,22,22,True,Instagram,CUST6827
2025-01-29,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST8804
2025-01-29,"Edge Control",haircare,2,15,30,True,Instagram,CUST6374
2025-01-29,"Hair Growth Oil",haircare,3,22,66,False,Instagram,CUST3479
2025-01-29,"Face Mask",skincare,2,18,36,False,In-Store,CUST2492
2025-01-29,"Shea Body Butter",skincare,3,25,75,False,In-Store,CUST8851
2025-01-29,"Brow Pencil",makeup,1,10,10,False,In-Store,CUST5577
2025-01-29,"Lip Gloss",makeup,4,12,48,False,In-Store,CUST1342
2025-01-30,"Brow Pencil",makeup,4,10,40,False,In-Store,CUST7748
2025-01-30,"Hair Growth Oil",haircare,2,22,44,False,Instagram,CUST4740
2025-01-30,"Lip Gloss",makeup,3,12,36,True,In-Store,CUST1771
2025-01-30,"Lip Gloss",makeup,2,12,24,False,Instagram,CUST1193
2025-01-30,"Vitamin C Serum",skincare,4,30,120,False,Instagram,CUST5005
2025-01-30,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST7716
2025-01-30,"Edge Control",haircare,4,15,60,False,Instagram,CUST4451
2025-01-30,"Lip Gloss",makeup,2,12,24,False,In-Store,CUST3800
2025-01-30,"Brow Pencil",makeup,3,10,30,True,Instagram,CUST7892
2025-01-30,"Lip Gloss",makeup,4,12,48,True,In-Store,CUST6093
2025-01-30,"Shea Body Butter",skincare,1,25,25,True,In-Store,CUST5650
2025-01-30,"Face Mask",skincare,4,18,72,True,In-Store,CUST1340
2025-01-30,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST6482
2025-01-30,"Shea Body Butter",skincare,2,25,50,False,In-Store,CUST5912
2025-01-30,"Hair Growth Oil",haircare,1,22,22,False,In-Store,CUST1182
2025-01-30,"Vitamin C Serum",skincare,1,30,30,True,Instagram,CUST2517
2025-01-30,"Edge Control",haircare,3,15,45,False,Instagram,CUST4628
2025-01-31,"Shea Body Butter",skincare,4,25,100,False,Instagram,CUST7588
2025-01-31,"Body Scrub",skincare,4,20,80,True,Instagram,CUST1987
2025-01-31,"Face Mask",skincare,2,18,36,False,Instagram,CUST9365
2025-01-31,"Body Scrub",skincare,3,20,60,False,Instagram,CUST4760
2025-01-31,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST6443
2025-01-31,"Hair Growth Oil",haircare,2,22,44,False,Instagram,CUST2774
2025-01-31,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST1331
2025-01-31,"Lip Gloss",makeup,2,12,24,True,Instagram,CUST6889
2025-01-31,"Brow Pencil",makeup,3,10,30,False,Instagram,CUST2842
2025-01-31,"Edge Control",haircare,3,15,45,False,In-Store,CUST5658
2025-01-31,"Vitamin C Serum",skincare,2,30,60,True,In-Store,CUST1770
2025-01-31,"Face Mask",skincare,4,18,72,False,Instagram,CUST2628
2025-01-31,"Face Mask",skincare,2,18,36,False,Instagram,CUST7401
2025-01-31,"Body Scrub",skincare,1,20,20,False,In-Store,CUST3282
2025-01-31,"Edge Control",haircare,1,15,15,True,In-Store,CUST6476
2025-01-31,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST8064
2025-01-31,"Vitamin C Serum",skincare,3,30,90,False,In-Store,CUST2130
2025-02-01,"Face Mask",skincare,3,18,54,False,Instagram,CUST4259
2025-02-01,"Shea Body Butter",skincare,4,25,100,False,Instagram,CUST4243
2025-02-01,"Shea Body Butter",skincare,3,25,75,False,In-Store,CUST2141
2025-02-01,"Shea Body Butter",skincare,4,25,100,False,In-Store,CUST4361
2025-02-01,"Shea Body Butter",skincare,4,25,100,True,Instagram,CUST7564
2025-02-01,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST6906
2025-02-01,"Hair Growth Oil",haircare,1,22,22,False,In-Store,CUST2442
2025-02-01,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST2829
2025-02-01,"Vitamin C Serum",skincare,4,30,120,False,In-Store,CUST4699
2025-02-01,"Body Scrub",skincare,4,20,80,False,In-Store,CUST6744
2025-02-01,"Body Scrub",skincare,1,20,20,False,In-Store,CUST4415
2025-02-01,"Lip Gloss",makeup,3,12,36,False,In-Store,CUST8833
2025-02-01,"Face Mask",skincare,3,18,54,True,Instagram,CUST3309
2025-02-01,"Edge Control",haircare,3,15,45,True,In-Store,CUST5009
2025-02-01,"Body Scrub",skincare,1,20,20,False,In-Store,CUST9315
2025-02-01,"Face Mask",skincare,1,18,18,False,In-Store,CUST1785
2025-02-01,"Face Mask",skincare,4,18,72,False,In-Store,CUST5154
2025-02-01,"Edge Control",haircare,3,15,45,True,In-Store,CUST4807
2025-02-01,"Lip Gloss",makeup,4,12,48,False,Instagram,CUST3352
2025-02-01,"Hair Growth Oil",haircare,1,22,22,False,Instagram,CUST6498
2025-02-01,"Face Mask",skincare,3,18,54,False,In-Store,CUST2439
2025-02-01,"Edge Control",haircare,1,15,15,True,In-Store,CUST1382
2025-02-01,"Brow Pencil",makeup,4,10,40,True,Instagram,CUST5931
2025-02-01,"Shea Body Butter",skincare,3,25,75,True,In-Store,CUST7626
2025-02-01,"Shea Body Butter",skincare,1,25,25,False,In-Store,CUST7652
2025-02-01,"Vitamin C Serum",skincare,1,30,30,False,In-Store,CUST7905
2025-02-01,"Body Scrub",skincare,3,20,60,True,In-Store,CUST2307
2025-02-01,"Hair Growth Oil",haircare,1,22,22,False,In-Store,CUST4730
2025-02-01,"Vitamin C Serum",skincare,3,30,90,False,Instagram,CUST9458
